No,Nama Satker,Nomor Rekening,Nama Rekening,Tanggal Transaksi Terakhir,Saldo Akhir,Saldo Telah Menjadi Hak Negara,Saldo Rekening Antara untuk menampung pembayaran dari negara,Saldo Belum/tidak menjadi hak negara
1369.0,UNIVERSITAS ISLAM NEGERI SUNAN AMPEL SURABAYA,11246354,L 135 UIN U DN KLL BLU KJSM,31/05/2024,0.0,2532408096089.0,0.0,0.0
1370.0,POLITEKNIK PENERBANGAN SURABAYA,00000003697272742                                                                                                                                                                                                  ,L 135 POLTEKBANG UTK PENGEL PNBP BLU,31/05/2024,0.0,2532408096089.0,0.0,0.0
1371.0,POLITEKNIK PENERBANGAN SURABAYA,3697272731,L 135 POLTEKBANG UTK PENR PNBP BLU,31/05/2024,0.0,2532408096089.0,0.0,0.0
1372.0,POLITEKNIK KESEHATAN SURABAYA,1420049900888                                                                                                                                                                                                                                   ,L 135 POLTEKKES UTK DK BLU,31/05/2024,0.0,2532408096089.0,0.0,0.0
1373.0,POLITEKNIK KESEHATAN SURABAYA,00000000337885184                                                                                                                                                                                                                               ,L 135 POLTEKKES UTK OPERASIONAL BLU,31/05/2024,0.0,2532408096089.0,0.0,0.0
1374.0,RUMKIT BHAYANGKARA SURABAYA,AB00277658,L 135 BLU RUMKIT BHAYANGKARA UNTUK PKD,31/05/2024,20437195300.0,2532408096089.0,0.0,0.0
1375.0,RUMKIT BHAYANGKARA SURABAYA,AB00277659,L 135 BLU RUMKIT BHAYANGKARA UNTUK PKD,31/05/2024,20437195300.0,2532408096089.0,0.0,0.0
1376.0,RUMKIT BHAYANGKARA SURABAYA,SY150636,L 135 BLU RUMKIT BHAYANGKARA UNTUK PKD,31/05/2024,20437195300.0,2532408096089.0,0.0,0.0
1377.0,RUMKIT BHAYANGKARA SURABAYA,AB00277660,L 135 BLU RUMKIT BHAYANGKARA UNTUK PKD,31/05/2024,20437195300.0,2532408096089.0,0.0,0.0
1378.0,BIDKEU POLDA JATIM,201300014761,L 135 PDHL BIDKEU UTK 26WJHYXA,31/05/2024,0.0,2532408096089.0,0.0,0.0
1379.0,BIDKEU POLDA JATIM,6666020233                                                                                                                                                                                                                                      ,L135 PDHL BIDKEU UTK2RHFFQVA,31/05/2024,0.0,2532408096089.0,0.0,0.0
1380.0,BNN KAB PASURUAN,0231008870,L 135 PDHL BNN KAB PASURUAN UNTUK 2KK7QCKA,31/05/2024,17500000000.0,2532408096089.0,0.0,0.0
1381.0,POLRESTABES SURABAYA,0000201300014907,L 135 PDHL POLRESTABES UTK 23JHDT4A,31/05/2024,1401125684900.0,2532408096089.0,0.0,0.0
1382.0,KODI 0832,0011302904,L 135 PDHL KODIM 0832 UTK 2B5J2TCA,31/05/2024,0.0,2532408096089.0,0.0,0.0
1383.0,KODIM 0830,0011302891,L 135 PDHL KODIM 0830 UTK 24RTCXMA,31/05/2024,0.0,2532408096089.0,0.0,0.0
1384.0,KODIM 0831,0011302882,L 135 PDHL KODIM 0831 UTK 2DWB1P7A,31/05/2024,105870001400.0,2532408096089.0,0.0,0.0
1385.0,KOREM 084,0251091986,L 135 PDHL KOREM 084 UTK 2N4D1TPA,31/05/2024,0.0,2532408096089.0,0.0,0.0
1386.0,POLRES TJ PERAK SURABAYA,087601000007308,L 135 PDHL POLRES PELABUHAN TJ PERAK UTK 2GBT8Y6A,31/05/2024,0.0,2532408096089.0,0.0,0.0
1387.0,POLRES GRESIK,002601004802303,L 135 PDHL POLRESGRESIK UTK 2U5DZPSA,31/05/2024,625000000000.0,2532408096089.0,0.0,0.0
1388.0,BALAI PENDIDIKAN DAN PELATIHAN KEAGAMAAN SURABAYA,0371002464                                                                                                                                                                                                                                      ,L 135 KS BDK AGAMA UTK KMPT,31/05/2024,47461480.0,2532408096089.0,0.0,0.0
1389.0,BALAI BESAR LABORATORIUM KESEHATAN MASYARAKAT SURABAYA,1420045898888                                                                                                                                                                                                                                   ,L 135 PS BBLABKES SBY UTK INSENTIF,31/05/2024,0.0,0.0,27204006489.0,0.0
1390.0,BIDKEU POLDA JATIM,1400001006510,L 135 PS BIDKEU UNTUK KONTIJENSI,31/05/2024,0.0,0.0,27204006489.0,0.0
1391.0,BIDKEU POLDA JATIM,6000882023                                                                                                                                                                                                                                      ,L 135 PS BIDKEU UNTUK TUKIN2,31/05/2024,0.0,0.0,27204006489.0,0.0
1392.0,BIDKEU POLDA JATIM,1410023984875                                                                                                                                                                                                                                   ,L 135 PS BIDKEU UNTUK TUKIN3,31/05/2024,0.0,0.0,27204006489.0,0.0
1393.0,BIDKEU POLDA JATIM,41201001268309,L 135 PS BIDKEU UNTUK TUNKIN,31/05/2024,0.0,0.0,27204006489.0,0.0
1394.0,BIDDOKKES POLDA JATIM,1410021536412                                                                                                                                                                                                                                   ,L 135 PS BIDOKKES UNTUK RIKKES,31/05/2024,0.0,0.0,27204006489.0,0.0
1395.0,BIDDOKKES POLDA JATIM,1410052056553                                                                                                                                                                                                                                   ,L 135 PS BIDOKKES UTK RIKKESRIM IPDN,31/05/2024,0.0,0.0,27204006489.0,0.0
1396.0,DITRESKRIMUM POLDA JATIM,041201001737308                                                                                                                                                                                                                                 ,L 135 PS DITRESKRIMUM UNTUK B BUKTI,31/05/2024,272040064894.0,0.0,27204006489.0,0.0
1397.0,BIDPROPAM POLDA JATIM,041201001827307                                                                                                                                                                                                                                 ,L135 PS BIDPROPAM POLDA JATIM UTK BB,31/05/2024,0.0,0.0,27204006489.0,0.0
1398.0,BALAI HARTA PENINGGALAN SURABAYA,1410016002552,L 135 BALAI HARTA PENINGGALAN SURABAYA UTK PDT KEPAILITAN,31/05/2024,0.0,0.0,0.0,30347271.0
1399.0,KANTOR KEMENTERIAN AGAMA KOTA SURABAYA,1028026869,L 135 KEMENAG SBY UTK BSM/PIP DP,31/05/2024,266972707.0,0.0,0.0,30347271.0
1400.0,BALAI HARTA PENINGGALAN SURABAYA,4000505051,L 135 PDT BHP SURABAYA UNTUK UPK,31/05/2024,0.0,0.0,0.0,30347271.0
1401.0,PENGADILAN AGAMA BAWEAN,741501000006307,L 135 PDT PA BWN UTK BIAYA PERKARA,31/05/2024,0.0,0.0,0.0,30347271.0
1402.0,PENGADILAN AGAMA GRESIK,7136107668,L 135 PDT PA GRESIK UTK B PERKARA,31/05/2024,36500000.0,0.0,0.0,30347271.0
1403.0,PENGADILAN AGAMA SURABAYA,5801303333333,L 135 PDT PA SURAB,31/05/2024,0.0,0.0,0.0,30347271.0
1404.0,PENGADILAN NEGERI GRESIK,6101300003748,L 135 PN Gresik Kelas I A,31/05/2024,0.0,0.0,0.0,30347271.0
1405.0,PENGADILAN NEGERI SURABAYA,39301300002044,L 135 PN TIPIKOR SURABAYA KLAS IA KHUSUS UTK PDT BIAYA PERKARA,31/05/2024,0.0,0.0,0.0,30347271.0
1406.0,POLITEKNIK PENERBANGAN SURABAYA,3697272720,L 135 POLTEKBANG UNTUK DK BLU,31/05/2024,0.0,0.0,0.0,30347271.0
1407.0,POLITEKNIK PENERBANGAN SURABAYA,488818656,L 135 POLTEKBANG UTK DEPOSITO2 PK,31/05/2024,0.0,0.0,0.0,30347271.0
1408.0,POLITEKNIK PENERBANGAN SURABAYA,7000000105800155                                                                                                                                                                                                                                ,L 135 POLTEKBANG UTK DEPOSITO3 PK,31/05/2024,0.0,0.0,0.0,30347271.0
1409.0,PENGADILAN TINGGI SURABAYA,009601000038301                                                                                                                                                                                                                                 ,L 135 PT SURABAYA UTK PDT,31/05/2024,0.0,0.0,0.0,30347271.0
1410.0,PENGADILAN TINGGI AGAMA SURABAYA,058401000437300                                                                                                                                                                                                                                 ,L 135 PTA SURABAYA UTK PDT BIAYA PERKARA,31/05/2024,0.0,0.0,0.0,30347271.0
1411.0,PENGADILAN TINGGI TATA USAHA NEGARA SURABAYA,00000000772774770                                                                                                                                                                                                                               ,L 135 PTTUN SURABYA UTK PDT BIAYA PERKARA,31/05/2024,0.0,0.0,0.0,30347271.0
1412.0,Dinas Pertanian dan Ketahanan Pangan Provinsi Jawa Timur,23001003349307                                                                                                                                                                                                                                  ,BPN 088 POLRES METRO JAKPUS,28/06/2024,35000000000.0,0.0,0.0,0.0
1413.0,Asrama Haji Surabaya,1420014638422                                                                                                                                                                                                                                   ,BPN 135 ASRAMA HAJI SURABAYA,28/06/2024,0.0,0.0,0.0,0.0
1414.0,BALAI KARANTINA IKAN. PENGENDALIAN MUTU DAN KEAMANAN HASIL PERIKANAN KELAS I SURABAYA II,032801001198309                                                                                                                                                                                                                                 ,BPN 135 BKIPMKHP KELAS I SURABAYA II,28/06/2024,0.0,0.0,0.0,0.0
1415.0,BALAI PENGAMANAN ALAT DAN FASILITAS KESEHATAN SURABAYA,1420004582184                                                                                                                                                                                                                                   ,BPN 135 BPFK SURABAYA,28/06/2024,0.0,0.0,0.0,0.0
1416.0,DITINTELKAM POLDA JATIM,009601003646307                                                                                                                                                                                                                                 ,BPN 135 DITINTELKAM POLDA JATIM,28/06/2024,0.0,0.0,0.0,0.0
1417.0,DITLANTAS POLDA JATIM,00000000960100161                                                                                                                                                                                                                               ,BPN 135 DITLANTAS POLDA JATIM,28/06/2024,0.0,0.0,0.0,0.0
1418.0,DITLANTAS POLDA JATIM,009601001616306                                                                                                                                                                                                                                 ,BPN 135 DITLANTAS POLDA JATIM,28/06/2024,0.0,0.0,0.0,0.0
1419.0,DITPAMOBVIT POLDA JAWA TIMUR,00000000588773594                                                                                                                                                                                                                               ,BPN 135 DITPAMOBVIT POLDA JATIM,28/06/2024,0.0,0.0,0.0,0.0
1420.0,LANUD SURABAYA,008601002446303                                                                                                                                                                                                                                 ,BPN 135 LANUD SURABAYA,28/06/2024,0.0,0.0,0.0,0.0
1421.0,POLRES GRESIK,002601000586303,BPN 135 POLRES GRESIK,28/06/2024,0.0,0.0,0.0,0.0
1422.0,POLRES PELABUHAN TANJUNG PERAK,032801002678302                                                                                                                                                                                                                                 ,BPN 135 POLRES PELABUHAN TANJUNG PERAK,28/06/2024,0.0,0.0,0.0,0.0
1423.0,POLRESTABES SURABAYA,09601004717305,BPN 135 POLRESTABES SURABAYA,28/06/2024,0.0,0.0,0.0,0.0
1424.0,POLRESTABES SURABAYA,021101000651305,BPN 135 POLRESTABES SURABAYA,28/06/2024,1403468278500.0,0.0,0.0,0.0
1425.0,POLRES GRESIK,9898986444590000,BPN 136 POLRES GRESIK,28/06/2024,700000000000.0,0.0,0.0,0.0
1426.0,BALAI BESAR LABORATORIUM KESEHATAN MASYARAKAT SURABAYA,8100126907831000                                                                                                                                                                                                    ,BPG 135 BBLKM SURABAYA,28/06/2024,5827364800.0,0.0,0.0,0.0
1427.0,Asrama Haji Surabaya,8100123525441000                                                                                                                                                                                                                                ,BPG 135 ASRAMA HAJI SURABAYA,28/06/2024,0.0,0.0,0.0,0.0
1428.0,BALAI BESAR LABORATORIUM KESEHATAN SURABAYA,8100124156021000                                                                                                                                                                                                                                ,BPG 135 BALAI BESAR LABKES SBY,28/06/2024,0.0,0.0,0.0,0.0
1429.0,BALAI BESAR PENGAWAS OBAT DAN MAKANAN SURABAYA,650234327841000                                                                                                                                                                                                                                 ,BPG 135 BALAI BPOM SBY,28/06/2024,1633500000.0,0.0,0.0,0.0
1430.0,BALAI HARTA PENINGGALAN SURABAYA,9890680992991000,BPG 135 BALAI HARTA PENINGGALAN SBY,28/06/2024,15974588200.0,0.0,0.0,0.0
1431.0,BALAI TEKNIK PERKERETAAPIAN WILAYAH JAWA BAGIAN TIMUR,9891504673371000                                                                                                                                                                                                                                ,BPG 135 BALAI TEKNIK PKERETAAPIAN JATIM,28/06/2024,1972970000.0,0.0,0.0,0.0
1432.0,BALAI MONITOR SPEKTRUM FREKUENSI RADIO  KELAS II DI SURABAYA,8100126134131000                                                                                                                                                                                                                                ,BPG 135 BALMON SPEKTRUM FREK RADIO SBY,28/06/2024,18291626900.0,0.0,0.0,0.0
1433.0,Bappeda Provinsi Jawa Timur,80005000500601000                                                                                                                                                                                                                               ,BPG 135 BAPPEDA JATIM 050060,28/06/2024,0.0,0.0,0.0,0.0
1434.0,BAPPEDA PROVINSI JAWA TIMUR,9890244841541000,BPG 135 BAPPEDA PROV JATIM,28/06/2024,0.0,0.0,0.0,0.0
1435.0,BARISTAND INDUSTRI SURABAYA,9891152472111000,BPG 135 BARISTAND INDUSTRI SBY,28/06/2024,8566439000.0,0.0,0.0,0.0
1436.0,BALAI BESAR KEKARANTINAAN KESEHATAN SURABAYA,9890384161201000,BPG 135 BBKK SURABAYA,28/06/2024,1352020400.0,0.0,0.0,0.0
1437.0,BALAI BESAR LABORATORIUM KESEHATAN MASYARAKAT SURABAYA,8100126907831000,BPG 135 BBLKM SURABAYA,28/06/2024,5827364800.0,0.0,0.0,0.0
1438.0,BALAI BESAR TEKNIK KESEHATAN LINGKUNGAN DAN  PENGENDALIAN PENYAKIT SURABAYA,8100125601271000                                                                                                                                                                                                                                ,BPG 135 BBTKLPP SURABAYA,28/06/2024,0.0,0.0,0.0,0.0
1439.0,BALAI DIKLAT INDUSTRI SURABAYA,8100125793441000,BPG 135 BDI SURABAYA,28/06/2024,17930000000.0,0.0,0.0,0.0
1440.0,BALAI PENDIDIKAN DAN PELATIHAN KEAGAMAAN SURABAYA,653214253811000                                                                                                                                                                                                                                 ,BPG 135 BDK KEAGAMAAN SURABAYA,28/06/2024,47970359300.0,0.0,0.0,0.0
1441.0,BEKANGDAM V/BRW,652813442651000                                                                                                                                                                                                                                 ,BPG 135 BEKANGDAM V/BRAWIJAYA,28/06/2024,6000000000.0,0.0,0.0,0.0
1442.0,BID TIK POLDA JATIM,8100126511211000                                                                                                                                                                                                                                ,BPG 135 BID TI POLDA JATIM,28/06/2024,0.0,0.0,0.0,0.0
1443.0,BIDDOKKES POLDA JATIM,8100126440301000                                                                                                                                                                                                                                ,BPG 135 BIDDOKKES POLDA JATIM,28/06/2024,35514056200.0,0.0,0.0,0.0
1444.0,BIDHUMAS POLDA,8100125367421000                                                                                                                                                                                                                                ,BPG 135 BIDHUMAS POLDA JATIM,28/06/2024,0.0,0.0,0.0,0.0
1445.0,BIDKEU POLDA JATIM,654606440231000                                                                                                                                                                                                                                 ,BPG 135 BIDKEU POLDA JATIM,28/06/2024,0.0,0.0,0.0,0.0
1446.0,BIDKEU POLDA JATIM,8100126440231000,BPG 135 BIDKEU POLDA JATIM,28/06/2024,24143500.0,0.0,0.0,0.0
1447.0,BIDKUM POLDA,8100125367411000                                                                                                                                                                                                                                ,BPG 135 BIDKUM POLDA JATIM,28/06/2024,0.0,0.0,0.0,0.0
1448.0,BIDPROPAM POLDA JATIM,652376511141000                                                                                                                                                                                                                                 ,BPG 135 BIDPROPAM POLDA JATIM,28/06/2024,1126297500.0,0.0,0.0,0.0
1449.0,ROLOG POLDA JATIM,8100126439901000                                                                                                                                                                                                                                ,BPG 135 BIRO SARAS POLDA JATIM,28/06/2024,1197200000.0,0.0,0.0,0.0
1450.0,ROOPS POLDA JATIM,8100126438941000                                                                                                                                                                                                                                ,BPG 135 BIROOPS POLDA JATIM,28/06/2024,1005512000.0,0.0,0.0,0.0
1451.0,BALAI KARANTINA IKAN. PENGENDALIAN MUTU DAN KEAMANAN HASIL PERIKANAN KELAS I SURABAYA II,8100126497881000                                                                                                                                                                                                                                ,BPG 135 BKIPMKHP SURABAYA II,28/06/2024,10422710400.0,0.0,0.0,0.0
1452.0,BADAN NARKOTIKA NASIONAL KABUPATEN GRESIK,8100126896391000                                                                                                                                                                                                                                ,BPG 135 BNN KAB GRESIK,28/06/2024,488909700.0,0.0,0.0,0.0
1453.0,BADAN NARKOTIKA NASIONAL KABUPATEN PASURUAN,8100124037151000                                                                                                                                                                                                                                ,BPG 135 BNN PASURUAN,28/06/2024,2962370000.0,0.0,0.0,0.0
1454.0,BALAI PENGAMANAN ALAT DAN FASILITAS KESEHATAN SURABAYA,8100126908051000,BPG 135 BPAFK SURABAYA,28/06/2024,16077200000.0,0.0,0.0,0.0
1455.0,BALAI PENGAMANAN FASILITAS KESEHATAN SURABAYA,8100125527131000                                                                                                                                                                                                                                ,BPG 135 BPFK SURABAYA,28/06/2024,0.0,0.0,0.0,0.0
1456.0,BALAI PENGELOLA TRANSPORTASI DARAT WILAYAH XI,9891204038511000                                                                                                                                                                                                                                ,BPG 135 BPTD WILAYAH XI PROVINSI JATIM,28/06/2024,10874503200.0,0.0,0.0,0.0
1457.0,MAKODAM V/BRW,652843442591000                                                                                                                                                                                                                                 ,BPG 135 DENMADAM VBRW,28/06/2024,3332250000.0,0.0,0.0,0.0
1458.0,PENGADILAN MILITER  III   12 DI SURABAYA,653256633141000                                                                                                                                                                                                                                 ,BPG 135 DILMIL III 12 SBY,28/06/2024,0.0,0.0,0.0,0.0
1459.0,PENGADILAN MILITER  III   12 DI SURABAYA,651556633151000                                                                                                                                                                                                                                 ,BPG 135 DILMIL III 12 SBY,28/06/2024,0.0,0.0,0.0,0.0
1460.0,DINAS KELAUTAN DAN PERIKANAN PROVINSI JAWA TIMUR,0590341000                                                                                                                                                                                                                                      ,BPG 135 DINAS KP  PROV JATIM,28/06/2024,0.0,0.0,0.0,0.0
1461.0,DINAS KELAUTAN DAN PERIKANAN PROVINSI JAWA TIMUR,0591901000                                                                                                                                                                                                                                      ,BPG 135 DINAS KP PROV JATIM,28/06/2024,0.0,0.0,0.0,0.0
1462.0,DINAS PETERNAKAN PROVINSI JAWA TIMUR,9890780591861000                                                                                                                                                                                                                                ,BPG 135 DINAS PETERNAKAN JATIM (059186),28/06/2024,0.0,0.0,0.0,0.0
1463.0,DINAS PENANAMAN MODAL DAN PELAYANAN TEADU SATU PINTU PROVINSI JAWA TIMUR,9890244841531000                                                                                                                                                                                                                                ,BPG 135 DINAS PMPTSP JATIM,28/06/2024,0.0,0.0,0.0,0.0
1464.0,DINAS KESEHATAN PROVINSI JAWA TIMUR,500091000,BPG 135 DINKES JATIM 01,28/06/2024,7381671800.0,0.0,0.0,0.0
1465.0,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI JAWA TIMUR,500401000,BPG 135 DIPERTA DAN KP 050040,28/06/2024,0.0,0.0,0.0,0.0
1466.0,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI JAWA TIMUR,8100120590001000                                                                                                                                                                                                                                ,BPG 135 DIPERTA DAN KP 059000,28/06/2024,2000000000.0,0.0,0.0,0.0
1467.0,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI JAWA TIMUR,8100120590041000                                                                                                                                                                                                                                ,BPG 135 DIPERTA DAN KP 059004,28/06/2024,0.0,0.0,0.0,0.0
1468.0,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI JAWA TIMUR,8100120591061000                                                                                                                                                                                                                                ,BPG 135 DIPERTA DAN KP 059106,28/06/2024,19629015000.0,0.0,0.0,0.0
1469.0,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI JAWA TIMUR,8100120591781000                                                                                                                                                                                                                                ,BPG 135 DIPERTA DAN KP 059178,28/06/2024,2976695000.0,0.0,0.0,0.0
1470.0,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI JAWA TIMUR,8100120591791000                                                                                                                                                                                                                                ,BPG 135 DIPERTA DAN KP 059179,28/06/2024,1662166000.0,0.0,0.0,0.0
1471.0,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI JAWA TIMUR,8100120591851000                                                                                                                                                                                                                                ,BPG 135 DIPERTA DAN KP 059185,28/06/2024,33000000000.0,0.0,0.0,0.0
1472.0,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI JAWA TIMUR,8100120594441000                                                                                                                                                                                                                                ,BPG 135 DIPERTA DAN KP 059444,28/06/2024,0.0,0.0,0.0,0.0
1473.0,DINAS PERKEBUNAN PROVINSI JAWA TIMUR,0591871000                                                                                                                                                                                                                                      ,BPG 135 DISBUN JATIM (059187),28/06/2024,500000000.0,0.0,0.0,0.0
1474.0,DINAS PERKEBUNAN PROVINSI JAWA TIMUR,0591141000                                                                                                                                                                                                                                      ,BPG 135 DISBUN JATIM 05DK,28/06/2024,1147600.0,0.0,0.0,0.0
1475.0,DINAS PERKEBUNAN PROVINSI JAWA TIMUR,0591801000                                                                                                                                                                                                                                      ,BPG 135 DISBUN JATIM 05TP,28/06/2024,6862282400.0,0.0,0.0,0.0
1476.0,DINAS KELAUTAN DAN PERIKANAN PROVINSI JAWA TIMUR,0590321000                                                                                                                                                                                                                                      ,BPG 135 DISKANLA JATIM 059032,28/06/2024,0.0,0.0,0.0,0.0
1477.0,DINAS KOPERASI. UKM. PERINDUSTRIAN DAN PERDAGANGAN KAB. GRESIK,9890770501491000                                                                                                                                                                                                                                ,BPG 135 DISKUMPERDAG KAB GRESIK,28/06/2024,0.0,0.0,0.0,0.0
1478.0,DISTRIK NAVIGASI SURABAYA,8100124129511000                                                                                                                                                                                                                                ,BPG 135 DISNAVKELAS I SURABAYA,28/06/2024,0.0,0.0,0.0,0.0
1479.0,DINAS PERINDUSTRIAN. PERDAGANGAN DAN KOPERASI PROVINSI JAWA TIMUR,8100120591121000                                                                                                                                                                                                                                ,BPG 135 DISPERINDAG JATIM 02,28/06/2024,0.0,0.0,0.0,0.0
1480.0,DINAS PERINDUSTRIAN. PERDAGANGAN DAN KOPERASI PROVINSI JAWA TIMUR,8100120590251000,BPG 135 DISPERINDAG JATIM 03,28/06/2024,0.0,0.0,0.0,0.0
1481.0,DITINTELKAM POLDA JATIM,8100126439161000                                                                                                                                                                                                                                ,BPG 135 DIT INTELKAM POLDA JATIM,28/06/2024,44900000000.0,0.0,0.0,0.0
1482.0,DITBINMAS POLDA JATIM,8100126766301000                                                                                                                                                                                                                                ,BPG 135 DITBINMAS POLDA JATIM,28/06/2024,0.0,0.0,0.0,0.0
1483.0,DITLANTAS POLDA JATIM,8100126439411000                                                                                                                                                                                                                                ,BPG 135 DITLANTAS POLDA JATIM,28/06/2024,508890000.0,0.0,0.0,0.0
1484.0,DITPAMOBVIT POLDA JAWA TIMUR,8100126796001000                                                                                                                                                                                                                                ,BPG 135 DITPAMOBVIT POLDA JATIM,28/06/2024,24367700000.0,0.0,0.0,0.0
1485.0,DITPOLAIRUD POLDA JATIM,652376440191000                                                                                                                                                                                                                                 ,BPG 135 DITPOLAIR POLDA JATIM,28/06/2024,4695000000.0,0.0,0.0,0.0
1486.0,DITRESKRIMSUS POLDA JATIM,8100126786471000                                                                                                                                                                                                                                ,BPG 135 DITRESKRIMSUS POLDA JATIM,28/06/2024,0.0,0.0,0.0,0.0
1487.0,DITRESKRIMUM POLDA JATIM,8100126439201000                                                                                                                                                                                                                                ,BPG 135 DITRESKRIMUM POLDA JATIM,28/06/2024,281050072900.0,0.0,0.0,0.0
1488.0,DITSAMAPTA POLDA JATIM,8100126439371000                                                                                                                                                                                                                                ,BPG 135 DITSHABARA POLDA JATIM,28/06/2024,11195830000.0,0.0,0.0,0.0
1489.0,DINAS KELAUTAN DAN PERIKANAN PROVINSI JAWA TIMUR,8100120500641000                                                                                                                                                                                                                                ,BPG 135 DKP PROV JATIM 01 DK,28/06/2024,0.0,0.0,0.0,0.0
1490.0,DINAS KELAUTAN DAN PERIKANAN PROVINSI JAWA TIMUR,0590301000                                                                                                                                                                                                                                      ,BPG 135 DNS KLT&PRK JATIM 03DK,28/06/2024,0.0,0.0,0.0,0.0
1491.0,DINAS KELAUTAN DAN PERIKANAN PROVINSI JAWA TIMUR,0590311000                                                                                                                                                                                                                                      ,BPG 135 DNS KLTN&PRK JATIM 04DK,28/06/2024,0.0,0.0,0.0,0.0
1492.0,DINAS KELAUTAN DAN PERIKANAN PROVINSI JAWA TIMUR,0590331000                                                                                                                                                                                                                                      ,BPG 135 DNS KLTN&PRKN JATIM 06,28/06/2024,0.0,0.0,0.0,0.0
1493.0,DINAS PETERNAKAN PROVINSI JAWA TIMUR,80047000591811000                                                                                                                                                                                                                               ,BPG 135 DNS PETERNAKAN JATIM 06 TP,28/06/2024,0.0,0.0,0.0,0.0
1494.0,Dinas Pertanian dan Ketahanan Pangan Provinsi Jawa Timur,654236907031000,BPG 135 DPKP PROV JATIM,28/06/2024,35000000000.0,0.0,0.0,0.0
1495.0,ITWASDA POLDA JATIM,8100126786121000,BPG 135 ITWASDA POLDA JATIM,28/06/2024,3667500000.0,0.0,0.0,0.0
1496.0,KANTOR IMIGRASI KELAS I TANJUNG PERAK,9898014089531000                                                                                                                                                                                                                                ,BPG 135 KANIM TANJUNG PERAK SBY,28/06/2024,11164276900.0,0.0,0.0,0.0
1497.0,UNIT PENYELENGGARA PELABUHAN BAWEAN,650694136891000                                                                                                                                                                                                                                 ,BPG 135 KANPEL BAWEAN JATIM,28/06/2024,0.0,0.0,0.0,0.0
1498.0,KANWIL KEMENTERIAN HUKUM DAN HAM SURABAYA,650894087531000                                                                                                                                                                                                                                 ,BPG 135 KANWIL KEMENKUMHAM JATIM 408753,28/06/2024,8476540900.0,0.0,0.0,0.0
1499.0,KANWIL KEMENTERIAN HUKUM DAN HAM SURABAYA,650924087541000                                                                                                                                                                                                                                 ,BPG 135 KANWIL KEMENKUMHAM JATIM 408754,28/06/2024,0.0,0.0,0.0,0.0
1500.0,KANWIL KEMENTERIAN HUKUM DAN HAM SURABAYA,650854087551000                                                                                                                                                                                                                                 ,BPG 135 KANWIL KEMENKUMHAM JATIM 408755,28/06/2024,0.0,0.0,0.0,0.0
1501.0,KANWIL KEMENTERIAN HUKUM DAN HAM SURABAYA,650474087561000                                                                                                                                                                                                                                 ,BPG 135 KANWIL KEMENKUMHAM JATIM 408756,28/06/2024,8790362000.0,0.0,0.0,0.0
1502.0,KANWIL KEMENTERIAN HUKUM DAN HAM SURABAYA,651064087571000                                                                                                                                                                                                                                 ,BPG 135 KANWIL KEMENKUMHAM JATIM 408757,28/06/2024,4294546000.0,0.0,0.0,0.0
1503.0,KANWIL KEMENTERIAN HUKUM DAN HAM SURABAYA,653984087581000,BPG 135 KANWIL KEMENKUMHAM JATIM 408758,28/06/2024,0.0,0.0,0.0,0.0
1504.0,KANWIL KEMENTERIAN HUKUM DAN HAM SURABAYA,653574087591000                                                                                                                                                                                                                                 ,BPG 135 KANWIL KEMENKUMHAM JATIM 408759,28/06/2024,0.0,0.0,0.0,0.0
1505.0,KANWIL KEMENTERIAN HUKUM DAN HAM SURABAYA,653204087601000                                                                                                                                                                                                                                 ,BPG 135 KANWIL KEMENKUMHAM JATIM 408760,28/06/2024,0.0,0.0,0.0,0.0
1506.0,KANWIL KEMENTERIAN HUKUM DAN HAM SURABAYA,9890854087511000                                                                                                                                                                                                                                ,BPG 135 KANWIL KEMENTERIAN HUKUM DAN HAM SURABAYA,28/06/2024,13467880600.0,0.0,0.0,0.0
1507.0,KANTOR KEMENTERIAN. AGAMA KAB. GRESIK,652594178221000                                                                                                                                                                                                                                 ,BPG 135 KEMENAG GRESIK 417822,28/06/2024,1815990000.0,0.0,0.0,0.0
1508.0,KANTOR KEMENTERIAN. AGAMA KAB. GRESIK,653004178251000                                                                                                                                                                                                                                 ,BPG 135 KEMENAG GRESIK 417825,28/06/2024,2120000000.0,0.0,0.0,0.0
1509.0,KANTOR KEMENTERIAN. AGAMA KAB. GRESIK,652734178261000                                                                                                                                                                                                                                 ,BPG 135 KEMENAG GRESIK 417826,28/06/2024,3300000000.0,0.0,0.0,0.0
1510.0,KANTOR KEMENTERIAN. AGAMA KAB. GRESIK,653594178301000                                                                                                                                                                                                                                 ,BPG 135 KEMENAG GRESIK 417830,28/06/2024,554600000.0,0.0,0.0,0.0
1511.0,KANTOR KEMENTERIAN AGAMA KOTA SURABAYA,652594178161000                                                                                                                                                                                                                                 ,BPG 135 KEMENAG SBY 417816,28/06/2024,1304750000.0,0.0,0.0,0.0
